configuration
59 64;-32 10;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 9;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 8;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 7;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 6;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 5;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 4;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 3;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 2;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 1;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 0;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -1;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -2;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -3;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -4;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -5;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -6;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -7;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -8;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -9;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -10;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -11;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -12;-16 0;-8 0;-3 4;-2 2;0 -1;-1 -1
59 64;-32 -12;-16 0;-8 0;-3 4;-2 1;0 -1;-1 -1
59 64;-32 -12;-16 0;-8 0;-3 4;-2 0;0 -1;-1 -1
59 64;-32 -12;-16 0;-8 -1;-3 4;-2 0;0 -1;-1 -1
59 64;-32 -12;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
59 64;-32 -12;-16 -2;-8 -1;-3 4;-2 0;0 -1;-1 -1
59 64;-32 -13;-16 -2;-8 -1;-3 4;-2 0;0 -1;-1 -1
59 64;-32 -13;-16 -2;-8 -2;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -13;-16 -2;-8 -2;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -13;-16 -1;-8 -2;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -13;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -12;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -12;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -11;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
58 64;-32 -11;-16 -1;-8 0;-3 4;-2 1;0 -1;-1 -1
57 64;-32 -11;-16 -1;-8 0;-3 4;-2 1;0 -1;-1 -1
57 64;-32 -12;-16 -1;-8 0;-3 4;-2 1;0 -1;-1 -1
57 64;-32 -13;-16 -1;-8 0;-3 4;-2 1;0 -1;-1 -1
57 64;-32 -14;-16 -1;-8 0;-3 4;-2 1;0 -1;-1 -1
57 64;-32 -14;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
57 64;-32 -15;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
57 64;-32 -15;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -15;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -14;-16 -1;-8 -1;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -14;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -13;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -12;-16 -1;-8 0;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -12;-16 -1;-8 1;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -12;-16 -1;-8 2;-3 4;-2 0;0 -1;-1 -1
56 64;-32 -12;-16 -1;-8 2;-3 4;-2 1;0 -1;-1 -1
56 64;-32 -11;-16 -1;-8 2;-3 4;-2 1;0 -1;-1 -1
55 64;-32 -11;-16 -1;-8 2;-3 4;-2 1;0 -1;-1 -1
54 64;-32 -11;-16 -1;-8 2;-3 4;-2 1;0 -1;-1 -1
54 64;-32 -11;-16 -1;-8 3;-3 4;-2 1;0 -1;-1 -1
54 64;-32 -11;-16 -1;-8 3;-3 4;-2 1;0 -1;0 -1
54 64;-32 -11;-16 -1;-8 3;-2 4;-2 1;0 -1;0 -1
54 64;-32 -10;-16 -1;-8 3;-2 4;-2 1;0 -1;0 -1
53 64;-32 -10;-16 -1;-8 3;-2 4;-2 1;0 -1;0 -1
52 64;-32 -10;-16 -1;-8 3;-2 4;-2 1;0 -1;0 -1
52 64;-32 -9;-16 -1;-8 3;-2 4;-2 1;0 -1;0 -1
52 64;-32 -9;-16 -1;-8 3;-1 4;-2 1;0 -1;0 -1
52 64;-32 -9;-16 -1;-8 3;0 4;-2 1;0 -1;0 -1
52 64;-32 -8;-16 -1;-8 3;0 4;-2 1;0 -1;0 -1
51 64;-32 -8;-16 -1;-8 3;0 4;-2 1;0 -1;0 -1
50 64;-32 -8;-16 -1;-8 3;0 4;-2 1;0 -1;0 -1
50 64;-32 -7;-16 -1;-8 3;0 4;-2 1;0 -1;0 -1
50 64;-32 -7;-16 -1;-8 3;1 4;-2 1;0 -1;0 -1
50 64;-32 -7;-16 -1;-8 3;2 4;-2 1;0 -1;0 -1
50 64;-32 -7;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -8;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -9;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -10;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -11;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -12;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -13;-16 -1;-8 3;3 4;-2 1;0 -1;0 -1
50 64;-32 -13;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -12;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -11;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -10;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -9;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -8;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -7;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
50 64;-32 -6;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
49 64;-32 -6;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -6;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -5;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -4;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -3;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -2;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 -1;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 0;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 1;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 2;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 3;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 4;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 5;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 6;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 7;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 8;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 9;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 10;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 11;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 12;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 13;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 14;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 15;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 16;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
48 64;-32 18;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
47 64;-32 18;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
47 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
46 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
45 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
44 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
43 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 18;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 19;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 20;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 21;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 22;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 23;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 24;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 25;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 26;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 27;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 28;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
42 64;-32 29;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 30;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 29;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 28;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 27;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 26;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 25;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 24;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 23;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 22;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 21;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 20;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 19;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 18;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 17;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 16;-16 -1;-8 3;4 4;-2 1;0 -1;0 -1
41 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;0 -1
41 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
42 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
43 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
44 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 16;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 15;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 14;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 13;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 12;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 11;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 10;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 9;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 8;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 7;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 6;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 5;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 4;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 3;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 2;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 1;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 0;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 -1;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 -2;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 -3;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
45 64;-32 -4;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
44 64;-32 -4;-16 -1;-8 3;4 4;-2 1;1 -1;1 -1
44 64;-32 -4;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 -3;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 -2;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 -1;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 0;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 1;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 2;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 3;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 4;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 5;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 6;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 7;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 8;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 9;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 10;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 11;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 12;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 13;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
44 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
43 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
42 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
41 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
40 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
39 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 14;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 15;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 16;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 17;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 18;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 19;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 20;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
38 64;-32 21;-16 -1;-8 3;4 4;-2 2;1 -1;1 -1
